BEFORE,IAPF (Hz.),Theta peak frequency (Hz.),Alpha peak frequency (Hz.),Beta peak frequency (Hz.),Baseline Alpha Gravity (Alpha1 / Alpha2 Power),Alpha Gravity (Alpha1 / Alpha2 Power),Baseline Fatigue score (Alpha /Theta /Beta Power),Fatigue score (Alpha /Theta /Beta Power),Baseline Concentration index (Beta/ Alpha Power),Concentration Index (Beta/ Alpha Power),Baseline Relaxation index (Alpha /Beta Power),Relaxation index  (Alpha /Beta Power),Chill %,Stress %,Focus %,Anger %,Self-control %,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
,9.69999980926514,4.93715883349292,8.71614588572866,19.2532690254253,1.0474933385849,1.15269421054681,2.91401267051697,0.772364639746589,1.16762328147888,2.99743651868169,1.4244658946991,0.419122308992105,18.6366437899622,49.3179435791807,83.9295305409733,90.9231479341825,11.2866354599185,,,,,,,,,,
,9.69999980926514,6.10424844649531,7.22858385268331,18.0490855339418,1.0474933385849,0.642694678041241,2.91401267051697,2.41369182922377,1.16762328147888,0.882462806343072,1.4244658946991,1.2632229454825,45.5732180133943,54.5994541660432,43.3785616351712,47.2871082552018,44.0229048759707,,,,,,,,,,
,9.69999980926514,4.85922205537028,7.55343595776793,17.4762674075392,1.0474933385849,0.886904519547131,2.91401267051697,1.73596285954672,1.16762328147888,1.30544052758132,1.4244658946991,0.82354795899055,38.1091878325278,70.222806278272,33.2790207576906,31.3337981658391,48.7488303161324,,,,,,,,,,
,9.69999980926514,4.65605145343249,9.94291309339053,21.2523135335651,1.0474933385849,1.23457600016686,2.91401267051697,0.98790279579985,1.16762328147888,2.78967361514016,1.4244658946991,0.466350186238142,24.9371049887114,69.1034996057247,62.2641764331094,56.1295677565302,31.8544807311423,,,,,,,,,,
,9.69999980926514,4.9679983620768,9.50199839402484,21.2285308383884,1.0474933385849,1.2189888091196,2.91401267051697,0.882756064679299,1.16762328147888,3.02476492252334,1.4244658946991,0.423856730945772,19.7243509044088,65.1749779952854,89.3351659992231,86.7195943776482,19.1803476181403,,,,,,,,,,
,9.69999980926514,5.23486947433966,9.41793949990512,20.5498232679152,1.0474933385849,1.45852676409492,2.91401267051697,1.31526895045284,1.16762328147888,1.76881385790979,1.4244658946991,0.650604001166905,28.0318051356419,80.8927101694095,83.0024632617926,77.4339363195334,29.3487281343739,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-015,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.0,4.91955502772408,7.63290129089817,18.9551700191746,0.998051568142419,0.492694916860668,0.836018529910486,0.84430997795127,3.61794353457331,1.78426727424933,0.236260700139027,0.172540039655219,40.5398593951969,60.4181076839904,40.8505734224536,39.2971954932105,42.5868495706601,,,,,,,,,,
,9.0,5.40496762081258,8.4286019616451,17.9186472290775,1.85223984718323,1.20540417793403,1.55152988433838,0.691056354650354,6.7143816947937,3.14152281880185,0.438465803861618,0.401626078857044,36.2662134942113,45.5447126839153,44.5801838995184,58.0907854246862,37.4771792155639,,,,,,,,,,
,9.0,5.15370680697966,7.63243812456189,21.3374722824346,1.85223984718323,1.06462556004282,1.55152988433838,1.38458693252082,6.7143816947937,2.8140168034807,0.438465803861618,0.566912506182439,37.3301095745074,57.5330907032622,50.8672179554495,63.3017414167572,37.7326949427105,,,,,,,,,,
,9.0,4.63116788007917,7.35760763119604,22.6810710523774,1.85223984718323,1.32138893446294,1.55152988433838,1.69806223600341,6.7143816947937,2.4004452969123,0.438465803861618,0.46088685160394,34.5850028991699,74.7136383056641,57.4837379455566,60.382194519043,34.7053756713867,,,,,,,,,,
,9.0,4.50902661659393,7.19029234919433,20.0009152785014,1.85223984718323,1.08619624385802,1.55152988433838,1.97985351237743,6.7143816947937,1.77092537719942,0.438465803861618,0.601357900476532,34.6503962963522,75.0653277425671,57.2020818894092,59.9322555706747,35.5019061700054,,,,,,,,,,
,9.0,4.50902661659393,7.19029234919433,20.0009152785014,1.85223984718323,1.08619624385802,1.55152988433838,1.97985351237743,6.7143816947937,1.77092537719942,0.438465803861618,0.601357900476532,34.6503962963522,75.0653277425671,57.2020818894092,59.9322555706747,35.5019061700054,,,,,,,,,,
,9.0,4.50902661659393,7.19029234919433,20.0009152785014,1.85223984718323,1.08619624385802,1.55152988433838,1.97985351237743,6.7143816947937,1.77092537719942,0.438465803861618,0.601357900476532,34.6503962963522,75.0653277425671,57.2020818894092,59.9322555706747,35.5019061700054,,,,,,,,,,
,9.0,4.50902661659393,7.19029234919433,20.0009152785014,1.85223984718323,1.08619624385802,1.55152988433838,1.97985351237743,6.7143816947937,1.77092537719942,0.438465803861618,0.601357900476532,34.6503962963522,75.0653277425671,57.2020818894092,59.9322555706747,35.5019061700054,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-019,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.8000001907349,5.37663110792045,7.26926533687516,17.6487870673449,0.286809831857681,0.258852597046925,2.17794609069824,2.7394822009749,1.44376111030579,1.0573756037075,0.692635357379913,1.19190710790313,44.745419172656,41.1984738118025,63.6120758750158,62.326850589785,44.6382856771396,,,,0.0359096905656969,0.459148198366165,0.405858003946951,0.356390307845243,0.242699992726016,0.253167972202839,9.9386100769043
,10.8000001907349,4.62228327745755,7.18843802151581,16.6826116380157,0.286809831857681,0.242118229091101,2.17794609069824,2.20936723713299,1.44376111030579,2.1815278028969,0.692635357379913,0.858809810330659,36.5837799810565,56.2715415264608,81.0173507591643,76.9694525780549,32.2428723289613,,,,0.142077475137772,0.459148198366165,0.667943157507697,0.342894210610151,0.190084628503785,0.31465158310076,9.9386100769043
,10.8000001907349,4.92552842254339,7.02006788778971,16.3914321822077,0.286809831857681,0.303007765043101,2.17794609069824,2.15370398613487,1.44376111030579,1.9030190018958,0.692635357379913,0.988553046513558,26.8365672818741,78.5615250393103,72.9903899517324,92.3122135103871,17.4699052621821,,,,0.345304460618311,0.459148198366165,0.667356619256558,0.308235934738044,0.243580967174856,0.316347231816731,9.9386100769043
,10.8000001907349,4.52040026594993,7.80199779017713,16.6759319359613,0.286809831857681,0.312227381624747,2.17794609069824,1.79756590607052,1.44376111030579,2.87493526053265,0.692635357379913,0.614162471302533,19.0739418686267,90.7551282644298,79.3973543071709,91.4289119021002,14.5207933185867,,,,0.500326053836306,0.459148198366165,0.776946018724146,0.33886589521994,0.157243047709499,0.347951897066254,9.9386100769043
,10.8000001907349,4.7897113866896,7.88077849387239,16.0499732993886,0.286809831857681,0.297734909095705,2.17794609069824,3.89751430689931,1.44376111030579,1.60440685387886,0.692635357379913,1.01381623060021,21.8433557362988,77.5739088925839,84.0512141877355,57.5916884759226,23.2993798796062,,,,0.73373481164323,0.459148198366165,0.472086871718542,0.413735350071257,0.167740280391222,0.240033589396397,9.9386100769043
,10.8000001907349,4.90010930832611,7.06615283045302,16.395826079836,0.286809831857681,0.250956820619705,2.17794609069824,2.28342618820964,1.44376111030579,1.91896386861577,0.692635357379913,0.763237629834205,35.4155825796052,63.7679348466824,80.9006414222107,42.8495476855574,36.8751051851026,,,,0.900066614142744,0.459148198366165,0.695903866422119,0.356496072098352,0.184650143272309,0.315359757003417,9.9386100769043
,10.8000001907349,5.23351289415198,7.53762957238231,16.8562292504948,0.286809831857681,0.324707622850918,2.17794609069824,4.70865600715691,1.44376111030579,0.908465038284257,0.692635357379913,1.51196205860857,47.9181860649343,59.4095989264175,69.0054220817311,32.1559365756948,54.0608780760177,,,,0.9724282467891,0.459148198366165,0.289178330824393,0.409798308679404,0.209818583085881,0.172051973761772,9.9386100769043
,10.8000001907349,5.50484680738803,8.56136390004757,17.3057461666045,0.286809831857681,0.409692329169197,2.17794609069824,4.8670615417517,1.44376111030579,0.718414745016918,0.692635357379913,1.61145873281204,65.0487892557124,44.8615874917151,46.500324840226,19.3582920990414,84.5995585796777,,,,1.00148080164203,0.459148198366165,0.315722568018292,0.374492272115938,0.251678248360126,0.190197183901744,9.9386100769043
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-023,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.8999996185303,5.17464835377817,7.32708475977017,19.9774083824506,0.211397394537926,0.227220068510941,4.63189458847046,8.4391247371391,0.72609955072403,0.716605995057229,1.37722170352936,1.83191657463478,38.8343838248853,67.5369883261813,45.1660643803518,29.1460835909447,40.1129451346082,,,,0.0467242380232077,0.215894371271133,0.20132071659589,0.512210729381174,0.164866253075877,0.12234551640341,9.9965877532959
,10.8999996185303,4.99036595489288,7.5644528873798,18.4960483403411,0.211397394537926,0.174784430780148,4.63189458847046,7.50405682182921,0.72609955072403,0.691456645068322,1.37722170352936,1.90508384426765,37.0304876149796,71.4114278984824,50.3368274501598,29.5531009487505,40.2954903371847,,,,0.0680675103043776,0.215894371271133,0.218784295783266,0.468345062795774,0.189218311371467,0.137323282551413,9.9965877532959
